product_id,category,stock_level,reorder_point,reorder_frequency_days,lead_time_days,daily_demand,demand_std_dev,item_popularity_score,storage_location_id,zone,picking_time_seconds,handling_cost_per_unit,unit_price,holding_cost_per_unit_day,stockout_count_last_month,order_fulfillment_rate,total_orders_last_month,turnover_ratio,layout_efficiency_score,last_restock_date,forecasted_demand_next_7d,KPI_score,product_line,days_of_supply,stock_status,stock_value,excess_value
ITM10122,Automotive,210,33,14,8,20.57,6.01,0.57,L28,B,27,1.95,67.28,1.38,9,0.71,863,11.42,0.88,2024-01-07,71.8,0.552,Warehouse Equipment,10.209042294603792,Understock,14128.800000000001,0.0
ITM10123,Groceries,279,95,14,5,32.61,2.85,0.85,L84,A,14,3.74,107.03,1.04,1,0.82,892,6.63,0.37,2024-01-09,244.0,0.602,MRO Supplies,8.555657773689052,Understock,29861.37,0.0
ITM10124,Electronics,224,28,14,4,20.37,3.44,0.78,L64,C,177,3.65,172.93,1.8,8,0.95,691,2.26,0.63,2024-09-28,80.48,0.406,Industrial Hardware,10.996563573883162,Understock,38736.32,0.0
ITM10125,Pharma,78,27,13,8,41.07,8.91,0.57,L51,A,15,1.96,174.3,1.95,2,0.83,666,1.37,0.83,2024-05-20,31.83,0.515,Safety Products,1.8991964937910883,Understock,13595.400000000001,0.0
ITM10126,Automotive,490,39,3,7,28.82,3.33,0.68,L83,A,85,2.47,14.88,1.66,1,0.75,615,4.05,0.89,2024-10-01,22.4,0.596,Warehouse Equipment,17.002081887578072,Understock,7291.200000000001,0.0
ITM10127,Pharma,283,51,10,7,3.06,7.59,0.47,L59,D,124,1.44,137.47,1.99,6,0.99,669,11.25,0.4,2024-05-26,285.13,0.509,Safety Products,92.48366013071896,Healthy,38904.01,0.0
ITM10128,Automotive,485,42,3,8,9.66,9.91,0.58,L19,A,21,3.52,124.32,0.76,8,0.78,521,4.1,0.6,2024-01-09,71.74,0.495,Warehouse Equipment,50.20703933747412,Healthy,60295.2,0.0
ITM10129,Automotive,31,83,7,3,43.38,10.0,0.56,L34,D,21,2.28,25.83,1.8,5,0.94,876,13.75,0.62,2024-09-14,94.67,0.615,Warehouse Equipment,0.714615029967727,Understock,800.7299999999999,0.0
ITM10130,Groceries,138,21,11,6,28.58,5.57,0.74,L18,A,82,1.1,186.73,0.73,6,0.76,850,10.12,0.76,2024-12-23,290.4,0.646,MRO Supplies,4.828551434569629,Understock,25768.739999999998,0.0
ITM10131,Automotive,434,36,9,4,47.57,8.35,0.47,L32,D,115,1.07,94.62,0.32,2,0.83,304,13.07,0.46,2024-12-11,200.64,0.76,Warehouse Equipment,9.123397099011981,Understock,41065.08,0.0
ITM10132,Pharma,481,48,6,5,4.55,9.91,0.19,L96,C,159,1.95,138.11,1.28,2,0.85,327,6.4,0.43,2024-08-08,151.56,0.573,Safety Products,105.71428571428572,Healthy,66430.91,0.0
ITM10133,Automotive,309,18,13,9,15.47,4.06,0.81,L72,A,58,3.86,177.73,0.96,7,0.85,608,14.77,0.76,2024-04-01,136.27,0.683,Warehouse Equipment,19.97414350355527,Healthy,54918.57,0.0
ITM10134,Groceries,357,30,11,2,10.48,2.9,0.72,L69,C,13,0.61,34.72,1.85,6,0.85,695,10.51,0.52,2024-02-24,24.08,0.509,MRO Supplies,34.0648854961832,Healthy,12395.039999999999,0.0
ITM10135,Groceries,267,85,11,5,28.14,1.59,0.96,L34,A,12,1.66,172.61,1.04,4,0.77,73,6.0,0.2,2024-02-19,253.29,0.49,MRO Supplies,9.488272921108742,Understock,46086.87,0.0
ITM10136,Pharma,373,38,4,5,19.76,1.84,0.49,L96,B,153,1.23,147.62,1.86,5,0.85,482,3.98,0.95,2024-09-25,230.99,0.527,Safety Products,18.87651821862348,Understock,55062.26,0.0
ITM10137,Apparel,146,42,12,4,8.71,8.61,0.17,L75,B,23,4.8,169.52,0.25,8,0.84,678,13.13,0.32,2024-03-17,36.3,0.622,Packaging,16.762342135476462,Understock,24749.920000000002,0.0
ITM10138,Apparel,94,71,12,6,32.49,6.09,0.21,L55,C,73,3.67,104.02,1.68,2,0.76,800,5.45,0.32,2024-05-03,112.5,0.481,Packaging,2.8931979070483225,Understock,9777.88,0.0
ITM10139,Automotive,380,24,13,4,27.28,8.8,0.8,L75,C,129,1.55,16.36,1.54,2,1.0,527,1.62,0.85,2024-04-08,266.77,0.598,Warehouse Equipment,13.929618768328446,Understock,6216.8,0.0
ITM10140,Electronics,223,11,14,2,14.46,8.0,0.16,L52,B,178,1.43,137.4,1.47,5,0.96,543,4.9,0.47,2024-11-13,78.57,0.504,Industrial Hardware,15.421853388658366,Healthy,30640.2,0.0
ITM10141,Automotive,68,61,8,8,24.51,6.9,0.92,L47,B,77,4.36,81.16,0.77,7,0.97,431,3.51,0.46,2024-09-26,187.26,0.516,Warehouse Equipment,2.77437780497756,Understock,5518.88,0.0
ITM10142,Pharma,98,53,6,4,37.54,6.29,0.35,L29,D,68,1.36,86.46,1.59,4,0.91,868,5.48,0.7,2024-05-09,151.5,0.556,Safety Products,2.610548748002131,Understock,8473.08,0.0
ITM10143,Pharma,460,63,10,3,11.06,0.96,0.91,L18,A,139,4.99,93.84,1.02,0,0.75,423,9.59,0.25,2024-06-30,247.37,0.626,Safety Products,41.59132007233273,Understock,43166.4,0.0
ITM10144,Pharma,498,27,14,5,15.35,8.79,0.8,L66,B,128,1.77,103.65,1.46,2,0.87,602,8.01,0.39,2024-05-16,20.46,0.573,Safety Products,32.44299674267101,Healthy,51617.700000000004,0.0
ITM10145,Pharma,260,12,13,6,17.96,4.47,0.88,L64,C,19,0.88,135.77,1.15,7,0.95,811,10.95,0.24,2024-07-22,246.68,0.529,Safety Products,14.476614699331847,Healthy,35300.200000000004,0.0
ITM10146,Pharma,368,16,9,9,37.59,5.82,0.29,L12,C,84,3.61,148.09,0.4,3,0.71,372,5.67,0.43,2024-02-10,49.36,0.604,Safety Products,9.789837722798616,Understock,54497.12,0.0
ITM10147,Groceries,173,52,9,7,42.5,0.71,0.64,L97,B,99,3.24,157.6,0.22,8,0.85,138,2.68,0.9,2024-07-10,14.37,0.604,MRO Supplies,4.070588235294117,Understock,27264.8,0.0
ITM10148,Apparel,293,91,13,2,19.44,9.39,0.18,L7,C,110,5.0,137.61,0.8,5,0.82,141,3.24,0.93,2024-07-26,182.7,0.613,Packaging,15.072016460905349,Understock,40319.73,0.0
ITM10149,Pharma,115,47,12,7,15.53,9.08,0.28,L15,A,163,4.11,162.66,1.87,9,0.76,426,12.16,0.45,2024-08-23,85.01,0.437,Safety Products,7.405022537025113,Understock,18705.899999999998,0.0
ITM10150,Electronics,233,46,11,5,44.58,5.66,0.38,L20,D,141,2.43,33.21,1.11,3,0.81,130,2.37,0.35,2024-10-16,215.69,0.493,Industrial Hardware,5.2265589950650515,Understock,7737.93,0.0
ITM10151,Electronics,313,67,7,4,49.97,5.98,0.77,L81,A,37,3.54,169.0,1.62,3,1.0,691,12.17,0.31,2024-05-04,146.24,0.602,Industrial Hardware,6.263758254952972,Understock,52897.0,0.0
ITM10152,Electronics,228,42,8,7,33.85,7.2,0.12,L21,D,139,4.18,83.58,1.19,9,0.92,652,3.98,0.52,2024-12-22,185.6,0.442,Industrial Hardware,6.73559822747415,Understock,19056.239999999998,0.0
ITM10153,Electronics,362,68,3,3,49.51,3.01,0.91,L88,D,75,2.81,110.47,1.92,4,0.79,149,10.5,0.86,2024-04-25,210.01,0.598,Industrial Hardware,7.311654211270451,Understock,39990.14,0.0
ITM10154,Groceries,107,20,8,4,33.34,2.61,0.16,L55,B,153,1.73,92.42,0.8,6,0.88,639,9.72,0.88,2024-06-02,278.81,0.682,MRO Supplies,3.209358128374325,Understock,9888.94,0.0
ITM10155,Electronics,325,77,4,5,36.94,6.9,0.44,L77,C,133,1.45,100.39,0.21,6,0.77,604,2.38,0.24,2024-12-16,248.7,0.493,Industrial Hardware,8.798050893340553,Understock,32626.75,0.0
ITM10156,Pharma,283,91,8,7,20.04,1.49,0.17,L9,D,66,1.83,64.23,1.58,9,0.88,172,10.32,0.37,2024-02-11,153.58,0.45,Safety Products,14.121756487025948,Understock,18177.09,0.0
ITM10157,Automotive,444,77,11,9,22.22,4.81,0.79,L50,B,160,4.32,42.29,1.44,6,0.97,849,7.27,0.36,2024-11-30,137.02,0.499,Warehouse Equipment,19.981998199819984,Understock,18776.76,0.0
ITM10158,Electronics,409,97,10,8,8.06,5.18,0.23,L49,C,160,2.21,29.93,1.1,4,0.87,445,10.9,0.86,2024-11-28,199.86,0.701,Industrial Hardware,50.744416873449126,Understock,12241.369999999999,0.0
ITM10159,Groceries,344,31,11,2,41.31,4.12,0.9,L77,C,30,1.79,95.77,0.72,8,0.92,72,12.7,0.57,2024-01-17,222.72,0.635,MRO Supplies,8.327281529895908,Understock,32944.88,0.0
ITM10160,Groceries,447,75,12,7,46.62,2.26,0.58,L60,D,112,4.13,33.8,0.46,1,0.84,705,1.55,0.49,2024-02-17,60.07,0.621,MRO Supplies,9.588159588159588,Understock,15108.599999999999,0.0
ITM10161,Electronics,396,53,10,9,31.55,3.88,0.95,L68,C,162,0.64,56.55,1.02,7,0.86,989,10.07,0.97,2024-07-26,19.43,0.658,Industrial Hardware,12.551505546751189,Understock,22393.8,0.0
ITM10162,Automotive,339,15,5,8,17.84,3.71,0.36,L33,A,67,3.17,35.39,1.37,9,0.91,819,2.47,0.94,2024-07-13,141.85,0.486,Warehouse Equipment,19.00224215246637,Healthy,11997.210000000001,0.0
ITM10163,Electronics,176,51,10,8,8.55,5.24,0.51,L71,C,46,4.43,30.73,1.2,7,0.94,568,6.3,0.55,2024-07-12,38.84,0.522,Industrial Hardware,20.584795321637426,Understock,5408.4800000000005,0.0
ITM10164,Groceries,175,34,8,7,13.99,6.91,0.72,L2,A,152,2.35,177.67,0.93,2,0.9,326,1.18,0.3,2024-10-09,89.09,0.523,MRO Supplies,12.508934953538242,Understock,31092.249999999996,0.0
ITM10165,Apparel,158,66,8,6,13.52,9.7,0.85,L88,C,165,1.71,138.06,1.13,4,0.99,747,5.6,0.34,2024-08-31,179.57,0.548,Packaging,11.68639053254438,Understock,21813.48,0.0
ITM10166,Pharma,140,94,8,7,31.06,1.87,0.48,L93,D,141,2.71,185.51,0.31,7,0.95,144,3.37,0.29,2024-01-29,53.92,0.522,Safety Products,4.507405022537025,Understock,25971.399999999998,0.0
ITM10167,Groceries,84,64,5,5,47.31,8.79,0.9,L15,D,56,3.73,132.36,1.42,9,0.93,968,8.79,0.74,2024-11-22,18.26,0.529,MRO Supplies,1.7755231452124285,Understock,11118.240000000002,0.0
ITM10168,Electronics,126,25,12,8,3.37,3.2,0.21,L88,B,112,2.82,170.35,1.5,8,0.95,431,8.17,0.64,2024-01-05,170.83,0.517,Industrial Hardware,37.388724035608305,Healthy,21464.1,0.0
ITM10169,Pharma,166,23,3,2,1.05,6.12,0.74,L69,A,81,0.53,115.51,0.12,6,0.78,426,12.11,0.65,2024-12-25,145.21,0.715,Safety Products,158.0952380952381,Overstock,19174.66,11204.470000000001
ITM10170,Electronics,156,48,14,5,30.41,5.69,0.41,L97,A,98,0.85,97.9,0.61,3,0.83,74,9.96,0.28,2024-03-28,98.83,0.634,Industrial Hardware,5.129891483064782,Understock,15272.400000000001,0.0
ITM10171,Electronics,430,37,6,3,14.92,5.79,0.19,L35,D,67,3.75,110.41,0.28,3,0.87,340,11.0,0.83,2024-02-12,145.95,0.799,Industrial Hardware,28.820375335120644,Understock,47476.299999999996,0.0
ITM10172,Apparel,181,60,12,4,44.15,7.37,0.45,L99,D,114,2.3,70.84,2.0,2,0.84,276,2.29,0.63,2024-09-12,208.22,0.485,Packaging,4.099660249150623,Understock,12822.04,0.0
ITM10173,Pharma,447,58,14,7,17.04,4.13,0.89,L83,D,78,4.03,135.01,1.23,7,0.95,222,1.39,0.27,2024-08-10,41.61,0.4,Safety Products,26.232394366197184,Understock,60349.469999999994,0.0
ITM10174,Pharma,471,18,8,6,15.2,3.53,0.98,L44,A,55,3.42,180.46,0.98,5,0.71,696,14.57,0.8,2024-11-26,84.15,0.698,Safety Products,30.98684210526316,Healthy,84996.66,0.0
ITM10175,Apparel,119,67,13,2,14.21,8.6,0.45,L15,B,162,3.12,158.65,0.98,9,0.76,502,6.98,0.99,2024-06-18,240.54,0.565,Packaging,8.374384236453201,Understock,18879.350000000002,0.0
ITM10176,Groceries,357,54,14,6,8.1,2.59,0.9,L38,A,34,4.56,97.78,1.93,5,0.96,337,6.53,0.55,2024-10-16,204.34,0.496,MRO Supplies,44.074074074074076,Understock,34907.46,0.0
ITM10177,Electronics,418,31,12,6,29.49,2.21,0.56,L56,D,130,0.6,191.24,1.35,9,0.72,870,1.49,0.29,2024-02-18,87.21,0.307,Industrial Hardware,14.174296371651408,Understock,79938.32,0.0
ITM10178,Automotive,326,41,4,6,9.24,0.65,0.75,L21,B,44,1.2,197.23,0.42,9,0.77,118,2.66,0.28,2024-09-27,125.46,0.423,Warehouse Equipment,35.28138528138528,Understock,64296.979999999996,0.0
ITM10179,Electronics,160,78,9,7,21.81,2.5,0.14,L59,C,24,3.31,103.69,0.95,8,0.81,330,14.17,0.22,2024-01-22,44.73,0.54,Industrial Hardware,7.336084364970198,Understock,16590.4,0.0
ITM10180,Electronics,102,96,9,2,23.59,5.43,0.6,L1,C,115,0.8,174.28,1.57,2,0.93,912,10.73,0.82,2024-04-27,83.41,0.696,Industrial Hardware,4.323866044934294,Understock,17776.56,0.0
ITM10181,Groceries,196,78,13,2,2.0,5.62,0.16,L93,D,137,3.4,10.91,0.9,3,0.87,391,6.73,0.76,2024-04-18,253.93,0.666,MRO Supplies,98.0,Healthy,2138.36,0.0
ITM10182,Electronics,217,51,6,8,1.82,2.92,0.34,L93,B,83,4.93,22.66,0.69,2,0.99,919,13.66,0.67,2024-12-20,137.72,0.805,Industrial Hardware,119.23076923076923,Healthy,4917.22,0.0
ITM10183,Apparel,131,62,6,6,26.49,1.19,0.61,L34,D,97,4.45,14.25,1.98,2,0.77,382,9.26,0.81,2024-10-17,195.68,0.601,Packaging,4.9452623631559085,Understock,1866.75,0.0
ITM10184,Apparel,75,68,3,8,35.11,7.57,0.83,L65,A,172,3.16,156.9,1.88,0,0.96,792,11.45,1.0,2024-08-31,56.33,0.757,Packaging,2.1361435488464826,Understock,11767.5,0.0
ITM10185,Pharma,479,83,4,8,47.16,7.7,0.6,L98,A,38,4.52,25.16,1.89,9,0.78,435,7.04,0.52,2024-05-18,63.16,0.385,Safety Products,10.156912637828668,Understock,12051.64,0.0
ITM10186,Automotive,198,48,11,4,9.78,9.98,0.94,L23,B,47,1.02,13.24,0.35,5,0.77,391,7.04,0.76,2024-01-24,282.87,0.665,Warehouse Equipment,20.245398773006137,Understock,2621.52,0.0
ITM10187,Electronics,440,24,12,7,6.06,9.05,0.83,L65,D,33,2.55,38.01,0.55,8,0.85,366,1.96,0.5,2024-02-08,254.02,0.481,Industrial Hardware,72.60726072607261,Overstock,16724.399999999998,13987.679999999998
ITM10188,Electronics,420,80,10,7,3.55,9.3,0.24,L14,D,28,2.43,68.2,0.94,4,0.72,954,11.28,0.48,2024-12-16,239.2,0.616,Industrial Hardware,118.30985915492958,Healthy,28644.0,0.0
ITM10189,Groceries,205,38,10,5,22.37,8.08,0.45,L81,C,58,2.01,98.29,1.68,9,0.82,356,2.39,0.88,2024-05-23,105.58,0.424,MRO Supplies,9.164059007599462,Understock,20149.45,0.0
ITM10190,Apparel,490,12,11,9,31.53,6.35,0.7,L39,B,53,0.5,22.43,1.5,1,0.81,819,11.7,0.66,2024-10-05,173.2,0.68,Packaging,15.540754836663494,Healthy,10990.7,0.0
ITM10191,Automotive,237,92,9,8,42.19,1.72,0.94,L82,D,163,4.51,104.81,1.71,9,0.75,222,3.67,0.3,2024-10-15,152.78,0.308,Warehouse Equipment,5.6174448921545395,Understock,24839.97,0.0
ITM10192,Pharma,432,19,11,7,34.45,6.41,0.99,L65,A,162,4.0,57.13,1.85,3,0.96,593,4.46,0.52,2024-12-02,287.31,0.51,Safety Products,12.539912917271407,Understock,24680.16,0.0
ITM10193,Apparel,436,38,12,6,11.21,1.03,0.79,L78,D,44,3.44,62.13,1.58,5,0.82,249,13.85,0.84,2024-01-17,79.49,0.659,Packaging,38.89384478144513,Healthy,27088.68,0.0
ITM10194,Pharma,335,88,14,9,23.63,8.91,0.62,L26,D,173,1.08,166.16,0.6,6,0.99,641,7.6,0.95,2024-04-01,284.7,0.709,Safety Products,14.176893779094373,Understock,55663.6,0.0
ITM10195,Groceries,494,44,4,3,45.61,5.08,0.78,L20,A,151,2.2,197.52,0.64,6,0.97,914,2.75,0.69,2024-06-10,214.99,0.585,MRO Supplies,10.830958123218593,Understock,97574.88,0.0
ITM10196,Groceries,236,15,8,6,17.01,7.13,0.35,L48,A,65,4.66,98.13,0.77,3,0.76,124,13.67,0.52,2024-01-09,129.97,0.701,MRO Supplies,13.87419165196943,Understock,23158.68,0.0
ITM10197,Electronics,139,21,5,2,25.44,1.0,0.36,L98,D,143,3.28,71.14,0.68,9,0.85,977,7.33,0.4,2024-04-16,87.24,0.5,Industrial Hardware,5.463836477987421,Understock,9888.460000000001,0.0
ITM10198,Automotive,458,47,13,7,47.97,5.58,0.69,L21,A,41,3.22,186.98,0.57,9,0.88,825,2.83,0.54,2024-10-27,229.63,0.485,Warehouse Equipment,9.54763393787784,Understock,85636.84,0.0
ITM10199,Pharma,413,86,8,9,37.0,3.36,0.88,L70,C,35,4.61,105.09,1.53,4,0.95,646,6.47,0.65,2024-03-14,248.65,0.573,Safety Products,11.162162162162161,Understock,43402.17,0.0
ITM10200,Apparel,194,28,5,7,37.64,3.21,0.97,L100,C,152,3.02,148.77,0.16,3,0.97,266,9.25,0.2,2024-12-30,113.68,0.681,Packaging,5.154091392136025,Understock,28861.38,0.0
ITM10201,Groceries,42,76,10,5,13.36,4.2,0.41,L68,C,65,3.19,88.61,1.48,9,0.89,682,6.07,0.41,2024-07-22,59.85,0.413,MRO Supplies,3.1437125748502996,Understock,3721.62,0.0
ITM10202,Electronics,232,17,13,8,21.32,0.51,0.82,L1,A,46,2.06,48.48,1.66,5,0.71,581,13.94,0.74,2024-02-09,152.75,0.61,Industrial Hardware,10.881801125703564,Understock,11247.359999999999,0.0
ITM10203,Electronics,424,17,6,3,5.03,4.93,0.87,L77,A,134,2.17,134.43,0.23,6,0.84,498,4.78,0.74,2024-06-02,145.87,0.637,Industrial Hardware,84.29423459244532,Overstock,56998.32,50142.39
ITM10204,Pharma,254,93,14,7,30.72,5.12,0.66,L42,A,62,3.59,136.32,0.22,1,0.97,710,3.46,0.72,2024-03-24,220.37,0.742,Safety Products,8.268229166666668,Understock,34625.28,0.0
ITM10205,Groceries,32,56,12,5,6.08,8.7,0.41,L63,B,110,1.94,97.43,0.64,9,0.91,56,4.09,0.96,2024-10-15,292.22,0.585,MRO Supplies,5.2631578947368425,Understock,3117.76,0.0
ITM10206,Automotive,120,13,8,5,41.96,4.76,0.66,L3,A,87,3.02,61.29,0.5,2,0.96,938,2.17,0.65,2024-05-03,164.07,0.661,Warehouse Equipment,2.8598665395614873,Understock,7354.8,0.0
ITM10207,Groceries,436,60,11,3,40.91,3.95,0.63,L15,C,45,1.76,168.04,1.2,7,0.9,939,7.33,0.42,2024-10-17,222.2,0.502,MRO Supplies,10.657540943534588,Understock,73265.44,0.0
ITM10208,Pharma,43,94,4,6,27.15,9.95,0.65,L47,C,110,1.25,62.31,1.38,6,0.71,442,13.3,0.85,2024-07-18,111.67,0.631,Safety Products,1.5837937384898713,Understock,2679.33,0.0
ITM10209,Pharma,383,76,4,6,7.92,5.93,0.66,L40,C,20,2.54,135.21,1.3,0,0.99,647,5.27,0.51,2024-12-12,183.88,0.64,Safety Products,48.35858585858586,Understock,51785.43,0.0
ITM10210,Groceries,30,54,9,6,2.25,4.99,0.86,L31,B,36,1.48,82.96,0.78,3,0.98,435,4.62,0.39,2024-10-03,43.45,0.598,MRO Supplies,13.333333333333334,Understock,2488.7999999999997,0.0
ITM10211,Pharma,292,17,4,4,40.04,5.21,0.25,L8,D,11,4.54,99.77,1.05,4,0.74,550,12.72,0.65,2024-06-18,246.33,0.663,Safety Products,7.292707292707293,Understock,29132.84,0.0
ITM10212,Groceries,471,96,4,8,30.41,8.19,0.43,L31,C,31,1.87,50.17,1.32,2,0.73,196,5.28,0.43,2024-07-15,109.85,0.53,MRO Supplies,15.488326208484052,Understock,23630.07,0.0
ITM10213,Apparel,450,25,6,9,35.84,3.74,0.63,L73,B,75,3.19,133.4,0.33,3,0.86,365,7.68,0.52,2024-03-12,33.21,0.685,Packaging,12.55580357142857,Understock,60030.0,0.0
ITM10214,Groceries,300,86,11,8,15.89,4.2,0.35,L11,D,121,1.69,52.91,0.54,9,0.93,503,1.44,0.75,2024-12-18,297.26,0.521,MRO Supplies,18.879798615481434,Understock,15872.999999999998,0.0
ITM10215,Groceries,113,76,10,6,25.96,7.68,0.98,L11,B,26,1.66,102.29,1.79,9,0.81,236,5.02,1.0,2024-02-10,271.52,0.47,MRO Supplies,4.352850539291217,Understock,11558.77,0.0
ITM10216,Pharma,220,18,4,3,37.61,1.19,0.34,L94,B,141,2.08,72.41,0.75,9,0.74,374,2.83,0.72,2024-09-13,67.26,0.475,Safety Products,5.849508109545334,Understock,15930.199999999999,0.0
ITM10217,Pharma,40,69,10,4,23.67,8.72,0.52,L63,D,23,4.62,193.09,1.62,6,0.85,862,2.48,0.42,2024-06-26,115.33,0.405,Safety Products,1.6899028305872412,Understock,7723.6,0.0
ITM10218,Electronics,359,87,6,8,30.47,4.59,0.89,L9,A,16,2.26,196.62,0.58,7,0.8,367,7.04,0.27,2024-01-28,281.65,0.51,Industrial Hardware,11.782080735149327,Understock,70586.58,0.0
ITM10219,Electronics,486,86,4,6,39.7,6.02,0.17,L98,A,88,4.2,153.16,0.18,8,0.81,443,4.88,0.49,2024-02-20,240.94,0.547,Industrial Hardware,12.241813602015112,Understock,74435.76,0.0
ITM10220,Apparel,230,80,13,4,11.55,7.7,0.84,L69,C,153,1.39,196.94,1.05,1,0.89,428,3.33,0.22,2024-08-11,272.86,0.541,Packaging,19.91341991341991,Understock,45296.2,0.0
ITM10221,Electronics,159,24,12,9,4.23,3.03,0.61,L99,D,113,0.72,31.57,1.8,3,0.97,754,8.16,0.57,2024-04-28,173.14,0.577,Industrial Hardware,37.5886524822695,Healthy,5019.63,0.0
ITM10222,Groceries,312,80,9,3,27.06,8.96,0.13,L17,C,156,4.02,198.54,1.66,0,0.87,843,11.98,0.73,2024-02-08,80.5,0.714,MRO Supplies,11.529933481152995,Understock,61944.479999999996,0.0
ITM10223,Pharma,317,50,8,6,4.04,9.8,0.91,L17,B,10,2.94,29.68,0.58,2,0.91,523,11.29,0.61,2024-06-23,75.85,0.757,Safety Products,78.46534653465346,Healthy,9408.56,0.0
ITM10224,Electronics,420,31,12,9,38.56,5.2,0.14,L85,A,40,2.77,88.94,1.83,7,0.9,749,4.51,0.89,2024-11-05,162.44,0.495,Industrial Hardware,10.892116182572613,Understock,37354.799999999996,0.0
ITM10225,Electronics,120,33,7,2,36.24,9.4,0.56,L61,C,137,1.72,55.4,1.01,6,0.87,67,4.68,0.6,2024-11-10,277.96,0.535,Industrial Hardware,3.3112582781456954,Understock,6648.0,0.0
ITM10226,Apparel,323,53,13,9,44.2,0.51,0.14,L71,C,141,0.83,191.23,0.19,7,0.79,876,11.25,0.57,2024-10-31,193.16,0.663,Packaging,7.3076923076923075,Understock,61767.28999999999,0.0
ITM10227,Apparel,378,10,3,7,32.34,9.0,0.16,L22,A,100,2.67,130.8,0.15,5,0.81,198,8.8,0.45,2024-07-22,19.97,0.654,Packaging,11.688311688311687,Healthy,49442.4,0.0
ITM10228,Groceries,47,19,4,3,4.29,3.45,0.9,L34,B,67,4.4,123.45,1.02,4,0.79,607,11.39,0.87,2024-06-16,172.54,0.702,MRO Supplies,10.955710955710956,Understock,5802.150000000001,0.0
ITM10229,Pharma,60,89,10,9,13.4,3.46,0.79,L68,C,65,1.04,199.51,1.14,9,0.98,61,1.02,0.92,2024-01-16,186.45,0.5,Safety Products,4.477611940298507,Understock,11970.599999999999,0.0
ITM10230,Apparel,374,81,3,9,40.59,2.67,0.28,L78,C,52,4.68,126.36,0.25,8,0.95,791,2.22,0.98,2024-11-20,178.65,0.631,Packaging,9.214092140921409,Understock,47258.64,0.0
ITM10231,Electronics,322,65,5,5,9.19,3.51,0.66,L55,D,83,1.74,132.77,1.85,4,0.87,511,12.23,0.98,2024-05-19,210.41,0.668,Industrial Hardware,35.03808487486398,Understock,42751.94,0.0
ITM10232,Pharma,165,98,4,5,35.23,2.53,0.82,L28,D,58,2.89,18.51,1.46,8,0.97,674,12.92,0.98,2024-08-18,95.12,0.656,Safety Products,4.6835083735452745,Understock,3054.15,0.0
ITM10233,Pharma,275,59,7,9,39.23,9.11,0.9,L70,A,121,0.8,173.22,1.62,3,0.97,209,5.81,0.77,2024-09-08,51.69,0.603,Safety Products,7.00994137139944,Understock,47635.5,0.0
ITM10234,Electronics,481,21,6,9,17.18,9.04,0.52,L97,A,117,2.41,194.32,1.21,4,0.98,984,14.42,0.65,2024-04-26,227.51,0.717,Industrial Hardware,27.997671711292202,Healthy,93467.92,0.0
ITM10235,Apparel,246,98,9,3,16.79,1.47,0.91,L94,B,69,1.07,192.46,1.36,0,0.77,788,5.22,0.34,2024-07-01,66.94,0.556,Packaging,14.651578320428827,Understock,47345.16,0.0
ITM10236,Electronics,255,90,7,5,28.33,1.86,0.56,L89,B,103,0.72,52.01,0.84,5,0.92,744,13.46,0.81,2024-10-10,43.11,0.741,Industrial Hardware,9.001058948111544,Understock,13262.55,0.0
ITM10237,Pharma,380,69,10,8,43.2,8.69,0.72,L26,C,153,4.85,52.92,1.39,2,0.88,616,6.9,0.79,2024-07-11,114.22,0.647,Safety Products,8.796296296296296,Understock,20109.600000000002,0.0
ITM10238,Automotive,399,35,6,3,11.97,4.29,0.98,L92,D,82,3.79,79.55,1.96,9,0.92,315,8.87,0.87,2024-08-09,251.5,0.5,Warehouse Equipment,33.33333333333333,Understock,31740.449999999997,0.0
ITM10239,Automotive,474,87,14,2,47.12,2.11,0.31,L40,B,108,3.74,68.94,1.33,1,0.78,596,10.01,0.57,2024-04-05,33.81,0.65,Warehouse Equipment,10.05942275042445,Understock,32677.559999999998,0.0
ITM10240,Groceries,32,50,8,3,30.36,5.35,0.25,L52,C,123,0.91,68.07,0.75,5,0.91,129,2.86,0.91,2024-12-14,66.71,0.627,MRO Supplies,1.0540184453227932,Understock,2178.24,0.0
ITM10241,Electronics,229,45,6,6,49.61,4.46,0.41,L86,C,24,4.68,124.99,0.64,0,0.82,567,1.52,0.77,2024-10-26,147.83,0.674,Industrial Hardware,4.6160048377343275,Understock,28622.71,0.0
ITM10242,Electronics,248,32,4,6,5.39,2.58,0.25,L84,A,72,2.61,163.07,1.93,8,0.95,688,6.98,0.34,2024-12-04,93.42,0.398,Industrial Hardware,46.01113172541744,Healthy,40441.36,0.0
ITM10243,Groceries,416,52,3,4,7.2,7.35,0.36,L48,D,37,4.34,187.99,0.45,4,0.94,117,3.24,0.37,2024-07-13,219.28,0.58,MRO Supplies,57.77777777777778,Healthy,78203.84,0.0
ITM10244,Groceries,119,15,3,5,41.51,6.5,0.77,L57,C,157,0.56,22.89,1.63,6,0.76,751,8.69,0.85,2024-02-13,205.72,0.555,MRO Supplies,2.8667790893760543,Understock,2723.91,0.0
ITM10245,Groceries,50,78,10,9,43.37,1.45,0.53,L67,A,170,1.84,62.82,0.98,9,0.76,293,7.35,0.54,2024-11-12,254.33,0.48,MRO Supplies,1.1528706479133042,Understock,3141.0,0.0
